MOTIVO_D;DURACAO;ds_origem_sigla;ds_origem_nome;ds_destino_sigla;ds_destino_nome
Trabalho Serviços;60;BFU;BARRA FUNDA;PIN;PINHEIROS
Trabalho Serviços;5;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Serviços;20;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Serviços;20;SCE;SANTA CECILIA;PIN;PINHEIROS
Trabalho Serviços;2;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Serviços;20;SCE;SANTA CECILIA;PIN;PINHEIROS
Trabalho Serviços;2;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Serviços;15;CON;CONSOLACAO;REP;REPUBLICA
Trabalho Serviços;15;SCE;SANTA CECILIA;JDP;JARDIM PAULISTA
Trabalho Serviços;5;BVI;BELA VISTA;JDP;JARDIM PAULISTA
Trabalho Serviços;80;SCE;SANTA CECILIA;fora_sp;Fora São Paulo
Trabalho Comércio;30;SCE;SANTA CECILIA;BRE;BOM RETIRO
Trabalho Serviços;20;SCE;SANTA CECILIA;REP;REPUBLICA
Trabalho Serviços;1;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;1;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;10;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;30;SCE;SANTA CECILIA;PRD;PERDIZES
Trabalho Serviços;20;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;30;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;10;SCE;SANTA CECILIA;REP;REPUBLICA
Trabalho Comércio;60;SCE;SANTA CECILIA;INI;ITAIM BIBI
Trabalho Serviços;45;SCE;SANTA CECILIA;TAT;TATUAPE
Trabalho Serviços;20;SCE;SANTA CECILIA;REP;REPUBLICA
Trabalho Serviços;75;SCE;SANTA CECILIA;INI;ITAIM BIBI
Trabalho Serviços;20;SCE;SANTA CECILIA;INI;ITAIM BIBI
Trabalho Serviços;20;SCE;SANTA CECILIA;PIN;PINHEIROS
Trabalho Serviços;20;SCE;SANTA CECILIA;PIN;PINHEIROS
Trabalho Serviços;45;SCE;SANTA CECILIA;SAM;SANTO AMARO
Trabalho Serviços;30;SCE;SANTA CECILIA;BFU;BARRA FUNDA
Trabalho Serviços;2;BFU;BARRA FUNDA;BFU;BARRA FUNDA
Trabalho Indústria;30;SAU;SAUDE;BFU;BARRA FUNDA
Trabalho Serviços;30;SCE;SANTA CECILIA;IPI;IPIRANGA
Trabalho Serviços;30;SCE;SANTA CECILIA;REP;REPUBLICA
Trabalho Serviços;5;REP;REPUBLICA;REP;REPUBLICA
Trabalho Serviços;15;SCE;SANTA CECILIA;PRD;PERDIZES
Trabalho Serviços;45;SCE;SANTA CECILIA;LIB;LIBERDADE
Trabalho Serviços;99;CON;CONSOLACAO;fora_sp;Fora São Paulo
Trabalho Serviços;15;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;30;SCE;SANTA CECILIA;PRD;PERDIZES
Trabalho Serviços;5;PRD;PERDIZES;PRD;PERDIZES
Trabalho Serviços;10;SCE;SANTA CECILIA;CON;CONSOLACAO
Trabalho Serviços;10;SCE;SANTA CECILIA;CON;CONSOLACAO
Trabalho Serviços;15;SCE;SANTA CECILIA;CON;CONSOLACAO
Trabalho Serviços;25;SCE;SANTA CECILIA;SEE;SE
Trabalho Serviços;25;SCE;SANTA CECILIA;LIB;LIBERDADE
Trabalho Serviços;20;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;45;INI;ITAIM BIBI;LAP;LAPA
Trabalho Serviços;20;SCE;SANTA CECILIA;CON;CONSOLACAO
Trabalho Serviços;15;REP;REPUBLICA;CON;CONSOLACAO
Trabalho Serviços;10;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;10;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;15;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;15;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;30;SCE;SANTA CECILIA;BRE;BOM RETIRO
Trabalho Serviços;20;SCE;SANTA CECILIA;BVI;BELA VISTA
Trabalho Serviços;15;SCE;SANTA CECILIA;PRD;PERDIZES
Trabalho Serviços;5;PRD;PERDIZES;PRD;PERDIZES
Trabalho Serviços;70;SCE;SANTA CECILIA;fora_sp;Fora São Paulo
Trabalho Serviços;75;SCE;SANTA CECILIA;VFO;VILA FORMOSA
Trabalho Serviços;3;VFO;VILA FORMOSA;VFO;VILA FORMOSA
Trabalho Serviços;30;SCE;SANTA CECILIA;BVI;BELA VISTA
Trabalho Serviços;40;SCE;SANTA CECILIA;INI;ITAIM BIBI
Trabalho Serviços;10;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;50;SCE;SANTA CECILIA;JDP;JARDIM PAULISTA
Trabalho Serviços;15;PIN;PINHEIROS;JDP;JARDIM PAULISTA
Trabalho Serviços;30;SCE;SANTA CECILIA;PIN;PINHEIROS
Trabalho Serviços;14;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;30;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;30;SCE;SANTA CECILIA;BVI;BELA VISTA
Trabalho Serviços;20;BVI;BELA VISTA;BVI;BELA VISTA
Trabalho Serviços;30;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;75;SCE;SANTA CECILIA;BVI;BELA VISTA
Trabalho Serviços;25;SCE;SANTA CECILIA;CON;CONSOLACAO
Trabalho Serviços;5;BFU;BARRA FUNDA;CON;CONSOLACAO
Trabalho Serviços;55;SCE;SANTA CECILIA;BVI;BELA VISTA
Trabalho Serviços;60;SCE;SANTA CECILIA;BUT;BUTANTA
Trabalho Serviços;10;SCE;SANTA CECILIA;CON;CONSOLACAO
Trabalho Serviços;1;CON;CONSOLACAO;CON;CONSOLACAO
Trabalho Serviços;10;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;1;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;15;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;40;SCE;SANTA CECILIA;INI;ITAIM BIBI
Trabalho Serviços;35;SCE;SANTA CECILIA;API;ALTO DE PINHEIROS
Trabalho Indústria;40;SCE;SANTA CECILIA;PIN;PINHEIROS
Trabalho Indústria;5;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Serviços;40;SCE;SANTA CECILIA;BEL;BELEM
Trabalho Serviços;40;SCE;SANTA CECILIA;SEE;SE
Trabalho Serviços;60;SCE;SANTA CECILIA;fora_sp;Fora São Paulo
Trabalho Indústria;70;SCE;SANTA CECILIA;CAR;CARRAO
Trabalho Serviços;30;SCE;SANTA CECILIA;BVI;BELA VISTA
Trabalho Serviços;5;BVI;BELA VISTA;BVI;BELA VISTA
Trabalho Comércio;60;CON;CONSOLACAO;SAM;SANTO AMARO
Trabalho Serviços;30;SCE;SANTA CECILIA;VMN;VILA MARIANA
Trabalho Serviços;1;VMN;VILA MARIANA;VMN;VILA MARIANA
Trabalho Serviços;30;VMN;VILA MARIANA;SCE;SANTA CECILIA
Trabalho Serviços;25;SCE;SANTA CECILIA;BEL;BELEM
Trabalho Serviços;50;SCE;SANTA CECILIA;fora_sp;Fora São Paulo
Trabalho Serviços;5;BFU;BARRA FUNDA;BFU;BARRA FUNDA
Trabalho Comércio;30;SCE;SANTA CECILIA;BRE;BOM RETIRO
Trabalho Comércio;5;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;30;SCE;SANTA CECILIA;SEE;SE
Trabalho Serviços;40;SCE;SANTA CECILIA;PIN;PINHEIROS
Trabalho Serviços;1;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Serviços;5;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;30;SCE;SANTA CECILIA;SEE;SE
Trabalho Serviços;1;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;1;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;30;SCE;SANTA CECILIA;BFU;BARRA FUNDA
Trabalho Serviços;20;SCE;SANTA CECILIA;BVI;BELA VISTA
Trabalho Serviços;2;BVI;BELA VISTA;BVI;BELA VISTA
Trabalho Serviços;15;SCE;SANTA CECILIA;STN;SANTANA
Trabalho Serviços;30;SCE;SANTA CECILIA;SEE;SE
Trabalho Serviços;30;SCE;SANTA CECILIA;MAN;MANDAQUI
Trabalho Comércio;50;SCE;SANTA CECILIA;VMN;VILA MARIANA
Trabalho Comércio;30;VMN;VILA MARIANA;BVI;BELA VISTA
Trabalho Comércio;40;BVI;BELA VISTA;BFU;BARRA FUNDA
Trabalho Comércio;35;SCE;SANTA CECILIA;BVI;BELA VISTA
Trabalho Comércio;40;BVI;BELA VISTA;INI;ITAIM BIBI
Trabalho Comércio;15;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Comércio;5;BVI;BELA VISTA;BVI;BELA VISTA
Trabalho Comércio;5;BVI;BELA VISTA;BVI;BELA VISTA
Trabalho Comércio;30;BVI;BELA VISTA;SCE;SANTA CECILIA
Trabalho Serviços;12;SCE;SANTA CECILIA;PRD;PERDIZES
Trabalho Serviços;15;SCE;SANTA CECILIA;CON;CONSOLACAO
Trabalho Serviços;20;SCE;SANTA CECILIA;BVI;BELA VISTA
Trabalho Serviços;30;SCE;SANTA CECILIA;PIN;PINHEIROS
Trabalho Serviços;10;SCE;SANTA CECILIA;CON;CONSOLACAO
Trabalho Comércio;30;SCE;SANTA CECILIA;BRS;BRAS
Trabalho Comércio;1;BRS;BRAS;BRS;BRAS
Trabalho Comércio;80;BRS;BRAS;LAP;LAPA
Trabalho Serviços;15;MOE;MOEMA;VMN;VILA MARIANA
Trabalho Serviços;2;VMN;VILA MARIANA;VMN;VILA MARIANA
Trabalho Serviços;10;MOE;MOEMA;BVI;BELA VISTA
Trabalho Serviços;2;BVI;BELA VISTA;BVI;BELA VISTA
Trabalho Serviços;35;SCE;SANTA CECILIA;API;ALTO DE PINHEIROS
Trabalho Serviços;5;API;ALTO DE PINHEIROS;API;ALTO DE PINHEIROS
Trabalho Serviços;55;SCE;SANTA CECILIA;JAB;JABAQUARA
Trabalho Serviços;3;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;3;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;30;SCE;SANTA CECILIA;BFU;BARRA FUNDA
Trabalho Serviços;15;SCE;SANTA CECILIA;JDP;JARDIM PAULISTA
Trabalho Serviços;60;SCE;SANTA CECILIA;INI;ITAIM BIBI
Trabalho Serviços;5;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;40;PRD;PERDIZES;INI;ITAIM BIBI
Trabalho Serviços;10;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;20;SCE;SANTA CECILIA;CBE;CAMPO BELO
Trabalho Serviços;30;SCE;SANTA CECILIA;MOO;MOOCA
Trabalho Serviços;10;SCE;SANTA CECILIA;PIN;PINHEIROS
Trabalho Serviços;60;SCE;SANTA CECILIA;CVE;CASA VERDE
Trabalho Serviços;42;SCE;SANTA CECILIA;PIN;PINHEIROS
Trabalho Serviços;5;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Serviços;30;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;10;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;1;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;15;SCE;SANTA CECILIA;JDP;JARDIM PAULISTA
Trabalho Comércio;45;SCE;SANTA CECILIA;LAP;LAPA
Trabalho Serviços;50;SCE;SANTA CECILIA;VLE;VILA LEOPOLDINA
Trabalho Serviços;40;SCE;SANTA CECILIA;BVI;BELA VISTA
Trabalho Serviços;50;SCE;SANTA CECILIA;SEE;SE
Trabalho Serviços;60;SCE;SANTA CECILIA;fora_sp;Fora São Paulo
Trabalho Serviços;15;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;15;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Indústria;30;SCE;SANTA CECILIA;LAP;LAPA
Trabalho Indústria;18;SCE;SANTA CECILIA;BRE;BOM RETIRO
Trabalho Indústria;10;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Indústria;5;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Comércio;60;SCE;SANTA CECILIA;fora_sp;Fora São Paulo
Trabalho Serviços;60;SCE;SANTA CECILIA;JRE;JAGUARE
Trabalho Comércio;20;SCE;SANTA CECILIA;BRE;BOM RETIRO
Trabalho Comércio;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;20;SCE;SANTA CECILIA;CON;CONSOLACAO
Trabalho Comércio;30;SCE;SANTA CECILIA;BFU;BARRA FUNDA
Trabalho Serviços;30;SCE;SANTA CECILIA;PRD;PERDIZES
Trabalho Serviços;5;PRD;PERDIZES;PRD;PERDIZES
Trabalho Serviços;1;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;30;SCE;SANTA CECILIA;BUT;BUTANTA
Trabalho Serviços;73;SCE;SANTA CECILIA;PRI;PARI
Trabalho Serviços;15;SCE;SANTA CECILIA;CVE;CASA VERDE
Trabalho Serviços;45;SCE;SANTA CECILIA;INI;ITAIM BIBI
Trabalho Serviços;50;SCE;SANTA CECILIA;fora_sp;Fora São Paulo
Trabalho Serviços;75;SCE;SANTA CECILIA;CDU;CIDADE DUTRA
Trabalho Serviços;70;PIN;PINHEIROS;fora_sp;Fora São Paulo
Trabalho Serviços;45;SCE;SANTA CECILIA;JDP;JARDIM PAULISTA
Trabalho Serviços;40;SCE;SANTA CECILIA;VMN;VILA MARIANA
Trabalho Serviços;10;SCE;SANTA CECILIA;BFU;BARRA FUNDA
Trabalho Serviços;10;SCE;SANTA CECILIA;BFU;BARRA FUNDA
Trabalho Serviços;5;BFU;BARRA FUNDA;SCE;SANTA CECILIA
Trabalho Serviços;10;SCE;SANTA CECILIA;BFU;BARRA FUNDA
Trabalho Serviços;15;SCE;SANTA CECILIA;CON;CONSOLACAO
Trabalho Comércio;40;SCE;SANTA CECILIA;REP;REPUBLICA
Trabalho Comércio;2;REP;REPUBLICA;REP;REPUBLICA
Trabalho Serviços;60;CON;CONSOLACAO;fora_sp;Fora São Paulo
Trabalho Comércio;2;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Comércio;5;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;50;SCE;SANTA CECILIA;BRS;BRAS
Trabalho Serviços;20;SCE;SANTA CECILIA;BFU;BARRA FUNDA
Trabalho Serviços;40;SCE;SANTA CECILIA;VMN;VILA MARIANA
Trabalho Serviços;10;VMN;VILA MARIANA;VMN;VILA MARIANA
Trabalho Serviços;45;SCE;SANTA CECILIA;JAB;JABAQUARA
Trabalho Serviços;10;JAB;JABAQUARA;JAB;JABAQUARA
Trabalho Serviços;40;STN;SANTANA;BRE;BOM RETIRO
Trabalho Serviços;5;PRI;PARI;BRE;BOM RETIRO
Trabalho Serviços;15;SCE;SANTA CECILIA;BRE;BOM RETIRO
Trabalho Serviços;5;PRI;PARI;BRE;BOM RETIRO
Trabalho Serviços;30;MAN;MANDAQUI;FRE;FREGUESIA DO O
Trabalho Serviços;20;SCE;SANTA CECILIA;PIN;PINHEIROS
Trabalho Serviços;45;SCE;SANTA CECILIA;BVI;BELA VISTA
Trabalho Serviços;10;BVI;BELA VISTA;BVI;BELA VISTA
Trabalho Serviços;30;SCE;SANTA CECILIA;REP;REPUBLICA
Trabalho Serviços;5;REP;REPUBLICA;REP;REPUBLICA
Trabalho Serviços;60;SCE;SANTA CECILIA;MOE;MOEMA
Trabalho Indústria;20;SCE;SANTA CECILIA;JRE;JAGUARE
Trabalho Comércio;20;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;30;SCE;SANTA CECILIA;INI;ITAIM BIBI
Trabalho Serviços;30;SCE;SANTA CECILIA;BRS;BRAS
Trabalho Indústria;10;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Comércio;20;BEL;BELEM;PEN;PENHA
Trabalho Comércio;20;BEL;BELEM;PEN;PENHA
Trabalho Indústria;30;BEL;BELEM;BRE;BOM RETIRO
Trabalho Serviços;30;BEL;BELEM;CON;CONSOLACAO
Trabalho Serviços;20;BEL;BELEM;PEN;PENHA
Trabalho Serviços;30;BEL;BELEM;BVI;BELA VISTA
Trabalho Serviços;90;BEL;BELEM;BUT;BUTANTA
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;60;BEL;BELEM;MOE;MOEMA
Trabalho Serviços;90;BEL;BELEM;INI;ITAIM BIBI
Trabalho Comércio;20;BEL;BELEM;PRI;PARI
Trabalho Comércio;20;BEL;BELEM;JAC;JACANA
Trabalho Serviços;50;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;45;BEL;BELEM;MOE;MOEMA
Trabalho Serviços;10;JDP;JARDIM PAULISTA;MOE;MOEMA
Trabalho Indústria;5;BEL;BELEM;BEL;BELEM
Trabalho Indústria;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;20;BEL;BELEM;PRI;PARI
Trabalho Comércio;40;BEL;BELEM;BRE;BOM RETIRO
Trabalho Serviços;45;BEL;BELEM;INI;ITAIM BIBI
Trabalho Comércio;30;BEL;BELEM;PEN;PENHA
Trabalho Comércio;21;JDP;JARDIM PAULISTA;PIR;PIRITUBA
Trabalho Serviços;25;BEL;BELEM;BEL;BELEM
Trabalho Serviços;1;BEL;BELEM;BEL;BELEM
Trabalho Serviços;1;BEL;BELEM;BEL;BELEM
Trabalho Serviços;50;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;70;BEL;BELEM;BVI;BELA VISTA
Trabalho Indústria;60;BEL;BELEM;INI;ITAIM BIBI
Trabalho Comércio;15;BEL;BELEM;PRI;PARI
Trabalho Serviços;25;BEL;BELEM;JAC;JACANA
Trabalho Comércio;15;BEL;BELEM;PRI;PARI
Trabalho Serviços;30;BEL;BELEM;LIM;LIMAO
Trabalho Serviços;30;BEL;BELEM;BRS;BRAS
Trabalho Serviços;15;BEL;BELEM;BEL;BELEM
Trabalho Comércio;15;BEL;BELEM;PRI;PARI
Trabalho Serviços;10;BEL;BELEM;VMR;VILA MARIA
Trabalho Serviços;10;BEL;BELEM;VMR;VILA MARIA
Trabalho Serviços;10;BEL;BELEM;VMR;VILA MARIA
Trabalho Serviços;10;BEL;BELEM;VMR;VILA MARIA
Trabalho Serviços;10;BEL;BELEM;VMR;VILA MARIA
Trabalho Serviços;60;BEL;BELEM;VMN;VILA MARIANA
Trabalho Indústria;25;BEL;BELEM;BRS;BRAS
Trabalho Serviços;5;PRI;PARI;PRI;PARI
Trabalho Comércio;40;BEL;BELEM;BRE;BOM RETIRO
Trabalho Serviços;54;BEL;BELEM;SCE;SANTA CECILIA
Trabalho Comércio;15;PRI;PARI;PRI;PARI
Trabalho Comércio;20;PRI;PARI;PRI;PARI
Trabalho Comércio;65;BEL;BELEM;ITQ;ITAQUERA
Trabalho Comércio;3;ITQ;ITAQUERA;ITQ;ITAQUERA
Trabalho Serviços;60;BEL;BELEM;BUT;BUTANTA
Trabalho Comércio;65;BEL;BELEM;ITQ;ITAQUERA
Trabalho Comércio;3;ITQ;ITAQUERA;ITQ;ITAQUERA
Trabalho Serviços;60;BEL;BELEM;BVI;BELA VISTA
Trabalho Comércio;50;BEL;BELEM;CAR;CARRAO
Trabalho Serviços;35;BEL;BELEM;REP;REPUBLICA
Trabalho Serviços;35;BEL;BELEM;SEE;SE
Trabalho Serviços;35;BEL;BELEM;CMB;CAMBUCI
Trabalho Serviços;5;CMB;CAMBUCI;CMB;CAMBUCI
Trabalho Indústria;25;BEL;BELEM;VJA;VILA JACUI
Trabalho Serviços;35;BEL;BELEM;INI;ITAIM BIBI
Trabalho Serviços;5;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Comércio;16;BEL;BELEM;PRI;PARI
Trabalho Serviços;30;BEL;BELEM;STN;SANTANA
Trabalho Comércio;50;BEL;BELEM;MOO;MOOCA
Trabalho Serviços;60;BEL;BELEM;PIN;PINHEIROS
Trabalho Indústria;10;BEL;BELEM;BEL;BELEM
Trabalho Indústria;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;15;BEL;BELEM;PRI;PARI
Trabalho Serviços;20;BEL;BELEM;CON;CONSOLACAO
Trabalho Serviços;30;BEL;BELEM;REP;REPUBLICA
Trabalho Comércio;15;BEL;BELEM;BRE;BOM RETIRO
Trabalho Comércio;15;BEL;BELEM;BRE;BOM RETIRO
Trabalho Comércio;15;BEL;BELEM;BRE;BOM RETIRO
Trabalho Indústria;70;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;50;BEL;BELEM;PRD;PERDIZES
Trabalho Serviços;5;BFU;BARRA FUNDA;PRD;PERDIZES
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Comércio;5;BEL;BELEM;BEL;BELEM
Trabalho Comércio;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;60;SEE;SE;SAC;SACOMA
Trabalho Serviços;20;BEL;BELEM;BRS;BRAS
Trabalho Serviços;20;BEL;BELEM;BRS;BRAS
Trabalho Indústria;40;BEL;BELEM;VMN;VILA MARIANA
Trabalho Serviços;30;BEL;BELEM;CON;CONSOLACAO
Trabalho Serviços;10;CON;CONSOLACAO;CON;CONSOLACAO
Trabalho Serviços;30;BEL;BELEM;BEL;BELEM
Trabalho Serviços;30;BEL;BELEM;SEE;SE
Trabalho Indústria;80;BEL;BELEM;SAM;SANTO AMARO
Trabalho Serviços;10;BEL;BELEM;TAT;TATUAPE
Trabalho Serviços;30;BEL;BELEM;LAP;LAPA
Trabalho Serviços;10;BEL;BELEM;TAT;TATUAPE
Trabalho Serviços;45;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;45;BEL;BELEM;TAT;TATUAPE
Trabalho Serviços;40;BEL;BELEM;TAT;TATUAPE
Trabalho Serviços;40;BEL;BELEM;TAT;TATUAPE
Trabalho Serviços;60;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;20;BEL;BELEM;MOO;MOOCA
Trabalho Serviços;30;BEL;BELEM;SCE;SANTA CECILIA
Trabalho Serviços;45;BEL;BELEM;SEE;SE
Trabalho Serviços;3;SEE;SE;SEE;SE
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Indústria;100;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;30;BEL;BELEM;JDP;JARDIM PAULISTA
Trabalho Serviços;30;MOO;MOOCA;JDP;JARDIM PAULISTA
Trabalho Serviços;40;BRS;BRAS;BFU;BARRA FUNDA
Trabalho Serviços;10;BFU;BARRA FUNDA;BFU;BARRA FUNDA
Trabalho Serviços;60;BEL;BELEM;JAB;JABAQUARA
Trabalho Comércio;10;BEL;BELEM;TAT;TATUAPE
Trabalho Serviços;30;BEL;BELEM;LIB;LIBERDADE
Trabalho Indústria;15;CAR;CARRAO;BEL;BELEM
Trabalho Indústria;3;BEL;BELEM;BEL;BELEM
Trabalho Serviços;70;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;70;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Comércio;25;BEL;BELEM;BRS;BRAS
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Indústria;50;BEL;BELEM;CMB;CAMBUCI
Trabalho Indústria;10;BEL;BELEM;VMR;VILA MARIA
Trabalho Indústria;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;95;BEL;BELEM;SAM;SANTO AMARO
Trabalho Comércio;8;ARA;AGUA RASA;ARA;AGUA RASA
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;90;BEL;BELEM;TUC;TUCURUVI
Trabalho Serviços;30;BEL;BELEM;SEE;SE
Trabalho Indústria;70;BEL;BELEM;PQC;PARQUE DO CARMO
Trabalho Comércio;50;BEL;BELEM;VGL;VILA GUILHERME
Trabalho Comércio;60;BEL;BELEM;BRE;BOM RETIRO
Trabalho Indústria;50;BEL;BELEM;CNG;CANGAIBA
Trabalho Serviços;90;BEL;BELEM;INI;ITAIM BIBI
Trabalho Serviços;3;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;30;BEL;BELEM;PRI;PARI
Trabalho Serviços;35;BEL;BELEM;TUC;TUCURUVI
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;40;MOO;MOOCA;JAB;JABAQUARA
Trabalho Serviços;40;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;15;BEL;BELEM;BRS;BRAS
Trabalho Indústria;60;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;20;BEL;BELEM;BRS;BRAS
Trabalho Serviços;30;BEL;BELEM;JDP;JARDIM PAULISTA
Trabalho Serviços;30;JDP;JARDIM PAULISTA;STN;SANTANA
Trabalho Serviços;25;BEL;BELEM;VMT;VILA MATILDE
Trabalho Serviços;15;BEL;BELEM;TAT;TATUAPE
Trabalho Serviços;70;BEL;BELEM;LIB;LIBERDADE
Trabalho Serviços;16;BEL;BELEM;VMR;VILA MARIA
Trabalho Serviços;30;BEL;BELEM;SEE;SE
Trabalho Serviços;30;BEL;BELEM;TAT;TATUAPE
Trabalho Serviços;20;BEL;BELEM;BRS;BRAS
Trabalho Comércio;10;BEL;BELEM;MOO;MOOCA
Trabalho Indústria;25;BEL;BELEM;MOE;MOEMA
Trabalho Indústria;25;BEL;BELEM;MOE;MOEMA
Trabalho Comércio;90;BEL;BELEM;VGL;VILA GUILHERME
Procurar Emprego;90;BEL;BELEM;PQC;PARQUE DO CARMO
Trabalho Comércio;20;BEL;BELEM;CMB;CAMBUCI
Trabalho Serviços;60;BEL;BELEM;JDP;JARDIM PAULISTA
Trabalho Serviços;2;BEL;BELEM;BEL;BELEM
Trabalho Serviços;40;BEL;BELEM;SDO;SAO DOMINGOS
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Comércio;30;BEL;BELEM;BEL;BELEM
Trabalho Indústria;30;BEL;BELEM;SAP;SAPOPEMBA
Trabalho Serviços;20;BEL;BELEM;MOO;MOOCA
Trabalho Serviços;30;BEL;BELEM;BEL;BELEM
Trabalho Serviços;30;BEL;BELEM;SEE;SE
Trabalho Indústria;70;BEL;BELEM;MOE;MOEMA
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;30;BEL;BELEM;VFO;VILA FORMOSA
Trabalho Comércio;20;BEL;BELEM;TAT;TATUAPE
Trabalho Serviços;110;BEL;BELEM;SAM;SANTO AMARO
Trabalho Serviços;5;SAM;SANTO AMARO;SAM;SANTO AMARO
Trabalho Indústria;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;15;BEL;BELEM;ARA;AGUA RASA
Trabalho Serviços;80;BEL;BELEM;SAM;SANTO AMARO
Trabalho Serviços;30;BEL;BELEM;VPR;VILA PRUDENTE
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
